매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,허위매물여부,매물_HC,매물_DBSCAN,월세+관리비,전용면적_가격_비율,지역_KMedoids,지역_HDBSCAN,계절,매물_등록_경과일
서류확인,39450.0,24.0,24.45,4.0,18.0,남향,1.0,1.0,가능,49.0,0,0,3,2,24.0,2.4882004867542204e-05,10,5,가을,492
현장확인,17300.0,41.0,17.5,11.0,15.0,북동향,1.0,1.0,가능,33.0,7,0,2,2,48.0,0.00015854665565648223,5,6,겨울,424
서류확인,37800.0,10.0,25.56,7.0,10.0,북동향,2.0,1.0,가능,32.0,10,0,6,0,20.0,2.0700333689379075e-05,4,8,가을,132
전화확인,11150.0,35.0,26.4,4.0,4.0,남서향,1.0,1.0,불가능,17.0,0,0,3,2,35.0,0.00011890202473162115,1,5,가을,146
서류확인,9300.0,33.0,19.83,3.0,8.0,북향,1.0,1.0,불가능,2.0,0,1,2,2,33.0,0.00017894034779496692,5,6,겨울,439
서류확인,13750.0,37.0,36.3,10.0,10.0,북동향,1.0,1.0,불가능,19.0,6,0,1,2,43.0,8.615076383671425e-05,5,10,여름,191
현장확인,9650.0,15.0,32.39,2.0,8.0,남향,1.0,1.0,불가능,12.0,10,0,1,2,25.0,7.998374730254813e-05,5,10,가을,120
현장확인,2200.0,48.0,17.5,7.0,16.0,서향,2.0,1.0,불가능,43.0,4,0,6,0,52.0,0.0013506493506493507,6,4,겨울,4
현장확인,7600.0,44.0,28.44,12.0,17.0,동향,2.0,1.0,가능,7.0,4,0,6,0,48.0,0.0002220741727737064,4,8,여름,239
현장확인,11650.0,49.0,26.08,3.0,10.0,북동향,1.0,1.0,불가능,39.0,4,0,3,2,53.0,0.000174438505489876,1,5,봄,361
현장확인,850.0,31.0,27.48,3.0,7.0,서향,2.0,1.0,가능,17.0,2,0,6,0,33.0,0.0014127921911122527,6,4,봄,288
현장확인,37050.0,71.0,19.83,2.0,3.0,서향,1.0,1.0,불가능,17.0,0,0,2,2,71.0,9.663788627081884e-05,5,6,겨울,88
현장확인,18900.0,45.0,17.5,1.0,3.0,남향,1.0,1.0,불가능,22.0,7,0,2,2,52.0,0.00015721844293272865,5,6,봄,333
서류확인,33050.0,69.0,22.79,7.0,16.0,서향,1.0,1.0,불가능,20.0,8,0,3,2,77.0,0.00010222919386970027,2,5,봄,356
현장확인,40900.0,54.0,25.97,2.0,3.0,동향,1.0,1.0,가능,14.0,11,0,3,2,65.0,6.119530434307782e-05,2,5,가을,130
전화확인,12650.0,47.0,28.94,3.0,6.0,북향,2.0,1.0,가능,6.0,3,0,6,0,50.0,0.00013657806392399703,4,8,겨울,67
전화확인,15800.0,73.0,38.55,1.0,2.0,동향,1.0,1.0,불가능,19.0,10,0,1,2,83.0,0.0001362688601027763,5,10,가을,103
현장확인,16050.0,68.0,35.21,6.0,9.0,남향,1.0,1.0,불가능,13.0,0,0,1,2,68.0,0.0001203283193584377,5,10,겨울,80
전화확인,13800.0,50.0,17.5,9.0,10.0,남서향,1.0,1.0,가능,16.0,0,0,2,2,50.0,0.00020703933747412008,3,6,가을,114
서류확인,16150.0,21.0,36.54,4.0,9.0,서향,1.0,1.0,가능,26.0,17,0,1,2,38.0,6.439357352136257e-05,5,10,겨울,374
서류확인,14950.0,29.0,17.5,13.0,15.0,서향,1.0,1.0,가능,19.0,0,0,2,2,29.0,0.00011084567606306736,5,6,가을,144
현장확인,38950.0,32.0,41.8,4.0,7.0,남동향,2.0,1.0,가능,17.0,16,0,5,0,48.0,2.9482037454471755e-05,4,3,가을,158
현장확인,13650.0,6.0,34.14,5.0,17.0,북동향,2.0,1.0,가능,17.0,0,0,6,0,6.0,1.2875232558888094e-05,4,8,봄,344
현장확인,15650.0,69.0,31.16,2.0,4.0,북서향,1.0,1.0,불가능,9.0,4,0,1,2,73.0,0.0001496963010659197,5,10,겨울,23
전화확인,19000.0,36.0,19.91,5.0,17.0,남향,2.0,2.0,불가능,33.0,3,0,4,3,39.0,0.00010309550873668349,2,1,여름,206
현장확인,19600.0,15.0,17.5,6.0,9.0,북서향,1.0,1.0,불가능,5.0,10,0,2,2,25.0,7.28862973760933e-05,5,6,가을,179
현장확인,10600.0,35.0,32.84,10.0,20.0,서향,1.0,1.0,불가능,16.0,10,0,1,2,45.0,0.00012927171190219014,5,10,봄,278
현장확인,16650.0,29.0,40.89,6.0,6.0,동향,1.0,1.0,가능,1.0,1,0,1,2,30.0,4.4064607527556904e-05,5,10,가을,164
현장확인,7500.0,15.0,19.83,3.0,6.0,남서향,1.0,1.0,불가능,5.0,1,0,2,2,16.0,0.00010758110606824678,5,6,가을,135
전화확인,34450.0,42.0,27.21,3.0,14.0,서향,1.0,1.0,가능,26.0,0,0,3,2,42.0,4.480552004006894e-05,10,5,여름,553
현장확인,37650.0,2.0,32.52,8.0,21.0,서향,1.0,1.0,불가능,12.0,9,0,1,2,11.0,8.984153586555784e-06,5,10,봄,334
현장확인,11050.0,59.0,37.18,1.0,5.0,동향,1.0,1.0,가능,31.0,14,0,1,2,73.0,0.00017768517594483484,3,10,겨울,55
현장확인,11350.0,25.0,18.73,10.0,11.0,동향,2.0,2.0,가능,32.0,7,0,4,3,32.0,0.00015052767004334727,1,1,봄,294
현장확인,37150.0,3.0,17.5,12.0,14.0,동향,1.0,1.0,가능,104.0,14,0,2,2,17.0,2.6148817535089408e-05,5,6,가을,127
현장확인,1550.0,49.0,28.81,6.0,7.0,남서향,2.0,1.0,불가능,5.0,8,0,6,0,57.0,0.0012764385126132279,6,4,가을,137
현장확인,9800.0,51.0,26.35,2.0,11.0,남향,1.0,1.0,불가능,37.0,3,0,3,2,54.0,0.00020911590442628664,1,5,가을,130
현장확인,17150.0,24.0,17.5,4.0,11.0,동향,1.0,1.0,가능,29.0,15,0,2,2,39.0,0.00012994585589337775,5,6,가을,132
현장확인,39750.0,25.0,17.5,11.0,11.0,북향,1.0,1.0,가능,21.0,2,0,2,2,27.0,3.881401617250674e-05,5,6,가을,112
서류확인,18850.0,62.0,19.83,5.0,7.0,서향,1.0,1.0,불가능,6.0,4,1,2,2,66.0,0.00017656713363322995,5,6,봄,354
현장확인,1350.0,50.0,23.1,2.0,3.0,서향,1.0,1.0,가능,2.0,0,0,3,2,50.0,0.0016033349366682697,7,5,겨울,59
현장확인,11150.0,63.0,28.02,4.0,13.0,서향,1.0,1.0,불가능,36.0,9,0,3,2,72.0,0.00023045678455171356,0,5,봄,279
현장확인,1450.0,54.0,22.85,4.0,8.0,남동향,1.0,1.0,불가능,8.0,0,0,3,2,54.0,0.0016298196634724211,7,5,겨울,42
현장확인,9150.0,73.0,26.15,6.0,13.0,남동향,1.0,1.0,가능,13.0,0,0,3,2,73.0,0.0003050914752008693,0,5,여름,212
전화확인,1750.0,74.0,20.69,8.0,12.0,북향,1.0,1.0,가능,17.0,0,0,3,2,74.0,0.002043775460885176,7,6,겨울,433
현장확인,17000.0,67.0,29.87,4.0,12.0,남향,2.0,1.0,가능,18.0,17,1,6,0,84.0,0.00016542271411410227,4,8,여름,215
현장확인,19500.0,22.0,19.0,5.0,10.0,남동향,1.0,1.0,가능,19.0,6,0,2,2,28.0,7.557354925775979e-05,5,6,봄,342
전화확인,34850.0,10.0,31.61,5.0,6.0,북향,2.0,1.0,가능,4.0,11,0,6,0,21.0,1.9063033736577016e-05,4,8,가을,174
전화확인,11850.0,66.0,29.4,1.0,7.0,남동향,1.0,1.0,가능,49.0,4,0,1,2,70.0,0.00020092425155716296,3,10,가을,95
전화확인,17950.0,13.0,34.75,2.0,2.0,남향,2.0,1.0,불가능,7.0,9,0,6,0,22.0,3.526983427185828e-05,4,8,겨울,383
현장확인,11250.0,10.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,19,0,2,2,29.0,0.0001473015873015873,5,6,가을,94
현장확인,1900.0,51.0,44.76,3.0,6.0,서향,2.0,1.0,가능,4.0,9,0,5,0,60.0,0.0007055171440666009,6,3,가을,126
현장확인,6600.0,10.0,40.65,3.0,8.0,남향,1.0,1.0,가능,7.0,14,0,1,2,24.0,8.945544000894554e-05,5,10,겨울,55
현장확인,19300.0,6.0,21.5,8.0,8.0,남향,1.0,1.0,가능,17.0,8,1,3,2,14.0,3.373900469936137e-05,10,5,봄,319
전화확인,11250.0,31.0,21.7,6.0,9.0,남향,1.0,1.0,불가능,17.0,10,0,3,2,41.0,0.0001679467485919099,1,5,가을,174
전화확인,38050.0,15.0,18.17,3.0,8.0,북향,1.0,1.0,불가능,3.0,0,1,2,2,15.0,2.1696099836773004e-05,5,6,가을,494
현장확인,600.0,48.0,19.83,2.0,3.0,북향,1.0,1.0,불가능,17.0,0,0,2,2,48.0,0.004034291477559254,9,6,가을,128
서류확인,14800.0,12.0,30.81,1.0,6.0,남동향,1.0,1.0,가능,42.0,10,0,1,2,22.0,4.8246883689921665e-05,5,10,겨울,12
현장확인,16600.0,16.0,37.46,14.0,19.0,남동향,2.0,2.0,불가능,26.0,0,0,4,4,16.0,2.5730256852289027e-05,10,0,가을,463
현장확인,17050.0,20.0,17.5,8.0,8.0,남서향,1.0,1.0,가능,3.0,15,1,2,2,35.0,0.00011730205278592375,5,6,봄,333
서류확인,2950.0,15.0,29.92,4.0,7.0,남동향,2.0,1.0,가능,6.0,14,0,6,0,29.0,0.0003285597752197951,4,8,가을,113
전화확인,33050.0,69.0,21.94,3.0,4.0,남향,1.0,1.0,불가능,19.0,9,0,3,2,78.0,0.00010756884751012596,2,5,봄,296
전화확인,550.0,14.0,34.24,1.0,21.0,남향,2.0,2.0,가능,21.0,0,0,4,1,14.0,0.0007434154630416313,6,2,가을,537
현장확인,1700.0,40.0,35.78,5.0,12.0,동향,1.0,1.0,불가능,3.0,0,0,1,2,40.0,0.0006576135205339822,8,9,겨울,403
전화확인,33850.0,15.0,19.8,3.0,7.0,남동향,1.0,1.0,가능,4.0,5,1,2,2,20.0,2.9840502514062333e-05,5,6,봄,301
현장확인,35650.0,46.0,17.5,4.0,9.0,서향,1.0,1.0,불가능,16.0,7,0,2,2,53.0,8.49529152474454e-05,5,6,봄,328
전화확인,1800.0,27.0,29.75,2.0,3.0,북서향,2.0,1.0,불가능,2.0,0,0,6,0,27.0,0.0005042016806722689,6,7,겨울,31
현장확인,12800.0,45.0,30.67,2.0,6.0,남동향,1.0,1.0,가능,37.0,1,0,1,2,46.0,0.0001171747636126508,5,10,가을,143
현장확인,39600.0,34.0,37.83,10.0,13.0,북향,1.0,1.0,불가능,44.0,3,0,1,2,37.0,2.4698478306725732e-05,5,10,가을,466
서류확인,9650.0,1.0,44.67,1.0,6.0,남서향,1.0,1.0,가능,38.0,9,0,1,2,10.0,2.3198330648126558e-05,5,10,여름,194
전화확인,16800.0,46.0,17.5,3.0,8.0,남서향,1.0,1.0,가능,3.0,7,0,2,2,53.0,0.0001802721088435374,5,6,가을,129
현장확인,17700.0,25.0,17.5,3.0,6.0,남동향,2.0,1.0,가능,17.0,3,0,6,0,28.0,9.03954802259887e-05,4,8,가을,142
서류확인,40500.0,32.0,24.57,3.0,4.0,남향,2.0,2.0,불가능,35.0,0,0,4,3,32.0,3.215805684941487e-05,10,1,겨울,435
전화확인,18650.0,19.0,30.57,11.0,19.0,서향,1.0,1.0,가능,34.0,8,0,1,2,27.0,4.735757865962267e-05,5,10,가을,153
현장확인,2050.0,25.0,48.95,3.0,3.0,남향,2.0,1.0,불가능,17.0,0,0,5,0,25.0,0.0002491342584518797,4,3,겨울,43
현장확인,8550.0,67.0,31.94,14.0,15.0,남향,1.0,1.0,불가능,21.0,7,0,1,2,74.0,0.00027097591609999747,3,10,겨울,18
현장확인,2100.0,29.0,34.47,5.0,6.0,남동향,1.0,1.0,가능,17.0,8,0,1,2,37.0,0.0005111415033086051,8,9,가을,97
현장확인,15700.0,30.0,29.36,5.0,13.0,남향,1.0,1.0,가능,40.0,14,0,1,2,44.0,9.545462434266475e-05,5,10,겨울,54
전화확인,35100.0,64.0,26.72,5.0,7.0,북향,2.0,1.0,가능,10.0,2,0,6,0,66.0,7.037207636010031e-05,4,8,가을,119
현장확인,2000.0,56.0,37.07,1.0,21.0,북동향,1.0,1.0,불가능,2.0,12,0,1,2,68.0,0.000917183706501214,8,6,가을,496
현장확인,14200.0,6.0,30.15,2.0,3.0,서향,2.0,1.0,불가능,1.0,8,0,6,0,14.0,3.270034802513255e-05,4,8,가을,155
현장확인,13450.0,6.0,19.83,2.0,3.0,북향,1.0,1.0,불가능,17.0,14,1,2,2,20.0,7.498683043790435e-05,5,6,봄,357
현장확인,13350.0,51.0,36.68,2.0,7.0,서향,1.0,1.0,가능,9.0,6,0,1,2,57.0,0.00011640302402803476,5,10,가을,541
현장확인,1600.0,73.0,29.1,16.0,19.0,동향,1.0,1.0,가능,7.0,0,0,1,2,73.0,0.00156786941580756,7,6,가을,117
서류확인,14450.0,46.0,17.5,3.0,7.0,남서향,1.0,1.0,불가능,3.0,6,0,2,2,52.0,0.00020563519525457243,3,6,가을,133
현장확인,32400.0,74.0,41.7,3.0,11.0,동향,2.0,1.0,불가능,50.0,0,0,5,0,74.0,5.47709980164017e-05,4,3,겨울,4
현장확인,17550.0,25.0,41.71,5.0,6.0,남서향,2.0,1.0,가능,1.0,1,0,5,0,26.0,3.5518616194713053e-05,4,3,가을,139
현장확인,8800.0,58.0,31.89,5.0,18.0,남향,1.0,1.0,불가능,30.0,7,0,1,2,65.0,0.0002316200575843097,3,10,가을,109
현장확인,17450.0,30.0,30.76,4.0,7.0,남향,2.0,1.0,가능,17.0,2,0,6,0,32.0,5.96167388898618e-05,4,8,봄,283
서류확인,33300.0,48.0,17.5,2.0,7.0,동향,1.0,1.0,불가능,17.0,2,0,2,2,50.0,8.58000858000858e-05,5,6,봄,289
현장확인,17050.0,37.0,26.73,4.0,10.0,남서향,2.0,1.0,가능,34.0,15,0,6,0,52.0,0.00011409851748724345,4,8,겨울,75
서류확인,1400.0,55.0,17.5,2.0,4.0,남향,1.0,1.0,불가능,17.0,0,0,2,2,55.0,0.0022448979591836735,7,6,가을,147
현장확인,12850.0,61.0,29.56,4.0,9.0,동향,2.0,1.0,가능,17.0,8,0,6,0,69.0,0.00018165256446033392,4,8,가을,177
서류확인,7850.0,72.0,17.5,1.0,2.0,남향,1.0,1.0,불가능,22.0,7,0,2,2,79.0,0.0005750682438580528,3,6,가을,160
현장확인,13200.0,37.0,30.88,2.0,3.0,동향,2.0,1.0,불가능,17.0,0,0,6,0,37.0,9.077170670434919e-05,4,8,가을,125
현장확인,39500.0,63.0,17.5,4.0,14.0,남향,1.0,1.0,가능,104.0,12,0,2,2,75.0,0.00010849909584086799,5,6,여름,200
전화확인,7200.0,56.0,29.81,4.0,9.0,남동향,2.0,1.0,가능,8.0,3,0,6,0,59.0,0.00027488911252748896,4,8,겨울,58
서류확인,9050.0,49.0,23.6,5.0,6.0,남동향,2.0,1.0,가능,17.0,6,0,6,0,55.0,0.00025751474857196367,4,8,여름,239
서류확인,2500.0,52.0,40.05,7.0,12.0,남동향,1.0,1.0,불가능,9.0,7,0,1,2,59.0,0.0005892634207240949,8,9,겨울,390
현장확인,18400.0,54.0,31.0,3.0,4.0,남서향,1.0,1.0,불가능,22.0,11,0,1,2,65.0,0.00011395511921458626,5,10,겨울,49
현장확인,40650.0,15.0,17.5,10.0,16.0,북동향,1.0,1.0,가능,34.0,10,0,2,2,25.0,3.514320857494289e-05,5,6,겨울,75
서류확인,10050.0,45.0,17.6,2.0,5.0,서향,1.0,1.0,불가능,11.0,7,0,2,2,52.0,0.00029398462234283125,3,6,봄,344
현장확인,1550.0,18.0,28.99,4.0,16.0,남서향,2.0,1.0,가능,44.0,5,0,6,0,23.0,0.0005118561461683117,6,7,여름,234
현장확인,13150.0,37.0,17.5,9.0,16.0,남향,1.0,1.0,불가능,27.0,2,0,2,2,39.0,0.0001694731124388919,5,6,가을,459
현장확인,32750.0,28.0,29.89,4.0,6.0,남동향,2.0,1.0,가능,8.0,10,1,6,0,38.0,3.8819181783588164e-05,4,8,봄,332
현장확인,8900.0,32.0,31.73,6.0,7.0,남서향,1.0,1.0,불가능,15.0,0,0,1,2,32.0,0.00011331565137023411,5,10,가을,493
현장확인,16050.0,36.0,23.33,4.0,8.0,서향,1.0,1.0,불가능,5.0,9,1,3,2,45.0,0.00012017738181555977,2,5,가을,548
현장확인,10950.0,73.0,26.51,1.0,18.0,남향,1.0,1.0,가능,25.0,0,0,3,2,73.0,0.0002514774299006664,0,5,가을,480
현장확인,13300.0,19.0,17.5,12.0,14.0,남향,1.0,1.0,가능,104.0,7,0,2,2,26.0,0.00011170784103114931,5,6,여름,208
현장확인,10100.0,75.0,28.1,18.0,21.0,남향,1.0,1.0,불가능,36.0,0,0,3,2,75.0,0.00026426130157499735,0,5,봄,328
현장확인,15700.0,27.0,32.59,3.0,9.0,서향,1.0,1.0,가능,9.0,9,0,1,2,36.0,7.035881038886923e-05,5,10,가을,112
현장확인,18700.0,45.0,23.6,5.0,6.0,남동향,2.0,1.0,가능,17.0,0,1,6,0,45.0,0.00010196682679235022,4,8,가을,168
현장확인,13650.0,49.0,17.5,5.0,6.0,남동향,2.0,1.0,가능,17.0,0,1,6,0,49.0,0.00020512820512820512,4,8,여름,225
전화확인,33950.0,15.0,40.89,6.0,6.0,동향,1.0,1.0,가능,17.0,0,0,1,2,15.0,1.0805238811985602e-05,5,10,가을,107
전화확인,8650.0,38.0,25.85,11.0,11.0,남향,1.0,1.0,불가능,12.0,19,0,3,2,57.0,0.0002549166489641216,0,5,가을,128
서류확인,2050.0,72.0,26.85,2.0,3.0,남향,2.0,1.0,가능,1.0,0,0,6,0,72.0,0.0013080801199073443,6,4,여름,194
현장확인,1950.0,35.0,38.09,19.0,19.0,남동향,1.0,1.0,불가능,19.0,2,0,1,2,37.0,0.000498145418071908,8,9,가을,171
현장확인,9800.0,2.0,42.99,14.0,17.0,동향,1.0,1.0,불가능,38.0,0,0,1,2,2.0,4.747188477624127e-06,5,10,가을,500
현장확인,19550.0,47.0,23.81,4.0,9.0,남향,1.0,1.0,가능,30.0,0,1,3,2,47.0,0.00010096984761072041,2,5,여름,223
현장확인,39950.0,19.0,21.22,1.0,6.0,남향,2.0,2.0,불가능,24.0,7,0,4,3,26.0,3.066981700735722e-05,10,1,가을,167
현장확인,35350.0,42.0,17.5,5.0,6.0,남동향,2.0,1.0,가능,17.0,6,0,6,0,48.0,7.759143261264902e-05,4,8,여름,213
전화확인,9400.0,64.0,22.87,8.0,18.0,동향,1.0,1.0,가능,22.0,0,0,3,2,64.0,0.0002977048814297277,0,5,봄,1
전화확인,40200.0,10.0,25.29,6.0,6.0,남서향,1.0,1.0,가능,8.0,1,0,3,2,11.0,1.0819764365204426e-05,10,5,겨울,69
서류확인,7550.0,57.0,26.24,3.0,6.0,동향,1.0,1.0,가능,48.0,3,0,3,2,60.0,0.0003028589888547892,0,5,겨울,34
현장확인,33950.0,22.0,32.59,3.0,9.0,서향,1.0,1.0,가능,9.0,11,0,1,2,33.0,2.9825642008241813e-05,5,10,가을,129
전화확인,15800.0,16.0,17.5,4.0,4.0,동향,1.0,1.0,불가능,1.0,0,0,2,2,16.0,5.786618444846293e-05,5,6,가을,139
서류확인,550.0,75.0,29.91,9.0,16.0,남향,1.0,1.0,가능,23.0,10,0,1,2,85.0,0.005167016200115498,9,6,봄,358
현장확인,9550.0,32.0,36.21,6.0,13.0,남동향,1.0,1.0,가능,13.0,14,0,1,2,46.0,0.0001330227541204521,5,10,겨울,458
현장확인,8000.0,67.0,26.44,3.0,4.0,서향,1.0,1.0,불가능,4.0,5,1,3,2,72.0,0.000340393343419062,0,5,가을,486
현장확인,16400.0,31.0,33.96,2.0,20.0,동향,1.0,1.0,가능,44.0,8,0,1,2,39.0,7.002499353615444e-05,5,10,가을,497
현장확인,32150.0,62.0,28.25,1.0,4.0,남동향,1.0,1.0,불가능,29.0,9,0,3,2,71.0,7.817338526541791e-05,2,5,겨울,32
서류확인,12550.0,53.0,24.41,9.0,19.0,동향,1.0,1.0,가능,17.0,9,0,3,2,62.0,0.0002023858682435355,1,5,봄,366
현장확인,11600.0,54.0,29.82,2.0,2.0,남향,2.0,1.0,불가능,17.0,0,0,6,0,54.0,0.00015610906820231733,4,8,가을,176
현장확인,15700.0,48.0,32.62,2.0,4.0,동향,2.0,1.0,불가능,17.0,2,0,6,0,50.0,9.763069821570137e-05,4,8,가을,111
서류확인,40250.0,28.0,31.01,4.0,4.0,서향,1.0,1.0,가능,1.0,2,0,1,2,30.0,2.4035524505218713e-05,5,10,여름,266
현장확인,1700.0,34.0,17.5,1.0,14.0,남향,2.0,1.0,불가능,10.0,16,0,6,0,50.0,0.001680672268907563,6,4,여름,217
현장확인,1450.0,10.0,40.89,6.0,6.0,동향,1.0,1.0,가능,11.0,7,0,1,2,17.0,0.0002867238427741375,3,10,가을,149
서류확인,9200.0,25.0,25.56,7.0,10.0,동향,2.0,1.0,가능,1.0,6,0,6,0,31.0,0.0001318296250935565,4,8,여름,211
현장확인,11600.0,15.0,17.5,8.0,11.0,남향,1.0,1.0,가능,44.0,15,0,2,2,30.0,0.00014778325123152708,5,6,가을,110
현장확인,11050.0,59.0,40.75,18.0,18.0,서향,1.0,1.0,불가능,14.0,2,0,1,2,61.0,0.00013546900591288898,5,10,여름,255
서류확인,36650.0,65.0,19.8,3.0,6.0,동향,1.0,1.0,가능,17.0,4,0,2,2,69.0,9.508454256066808e-05,5,6,가을,138
현장확인,2750.0,47.0,18.85,11.0,17.0,동향,1.0,1.0,불가능,31.0,0,0,2,2,47.0,0.0009066795273691825,8,6,여름,224
현장확인,18900.0,2.0,30.73,3.0,6.0,남향,1.0,1.0,불가능,32.0,0,0,1,2,2.0,3.4435439576995063e-06,5,10,겨울,408
전화확인,2250.0,31.0,25.91,6.0,13.0,남서향,1.0,1.0,가능,6.0,7,0,3,2,38.0,0.0006518289806595479,8,5,겨울,376
현장확인,17550.0,25.0,20.2,3.0,7.0,남동향,1.0,1.0,불가능,20.0,3,0,2,2,28.0,7.8982257200079e-05,5,6,가을,462
서류확인,17100.0,55.0,28.85,3.0,16.0,남동향,1.0,1.0,불가능,37.0,0,0,1,2,55.0,0.0001114861098442235,5,10,봄,341
서류확인,13300.0,19.0,30.58,10.0,20.0,남향,1.0,1.0,가능,7.0,14,0,1,2,33.0,8.113809704116407e-05,5,10,가을,115
서류확인,38200.0,10.0,17.5,10.0,16.0,남동향,1.0,1.0,가능,25.0,15,0,2,2,25.0,3.7397157816005985e-05,5,6,가을,149
현장확인,40500.0,48.0,17.5,4.0,11.0,동향,1.0,1.0,가능,29.0,9,0,2,2,57.0,8.042328042328042e-05,5,6,가을,132
현장확인,37900.0,23.0,23.6,5.0,6.0,남동향,2.0,1.0,가능,1.0,6,0,6,0,29.0,3.242252135414337e-05,4,8,가을,99
현장확인,33700.0,4.0,17.5,9.0,18.0,서향,1.0,1.0,가능,11.0,7,0,2,2,11.0,1.8651971174226367e-05,5,6,겨울,430
현장확인,12050.0,10.0,22.12,5.0,6.0,동향,1.0,1.0,불가능,17.0,12,0,3,2,22.0,8.253734815003789e-05,2,5,여름,193
현장확인,33850.0,25.0,21.01,7.0,7.0,동향,2.0,1.0,가능,32.0,2,0,6,0,27.0,3.796461838176517e-05,4,8,여름,256
현장확인,39700.0,74.0,18.1,3.0,4.0,남동향,1.0,1.0,가능,2.0,14,0,2,2,88.0,0.00012246545221759883,5,6,여름,201
서류확인,3000.0,11.0,32.7,2.0,3.0,남서향,2.0,1.0,불가능,17.0,0,0,6,0,11.0,0.00011213047910295616,4,8,겨울,90
전화확인,15250.0,52.0,17.5,2.0,18.0,동향,1.0,1.0,불가능,9.0,7,0,2,2,59.0,0.00022107728337236534,3,6,가을,105
현장확인,10550.0,52.0,31.44,6.0,18.0,동향,1.0,1.0,불가능,40.0,7,0,1,2,59.0,0.00017787586073827528,3,10,가을,119
전화확인,8100.0,6.0,21.76,6.0,6.0,서향,2.0,1.0,가능,6.0,11,1,6,0,17.0,9.645061728395061e-05,4,8,봄,301
전화확인,3250.0,29.0,19.83,5.0,8.0,동향,1.0,1.0,가능,8.0,8,0,2,2,37.0,0.0005741107102680477,3,6,여름,189
현장확인,37550.0,27.0,18.18,4.0,7.0,북동향,1.0,1.0,가능,2.0,15,0,2,2,42.0,6.152412844480188e-05,5,6,가을,100
현장확인,36150.0,5.0,28.01,6.0,8.0,북서향,2.0,1.0,불가능,26.0,9,0,6,0,14.0,1.382632067286777e-05,4,8,가을,513
현장확인,1300.0,25.0,18.48,4.0,10.0,남서향,1.0,1.0,가능,28.0,0,0,2,2,25.0,0.0010406260406260407,8,6,가을,152
현장확인,33950.0,54.0,27.16,9.0,10.0,남동향,2.0,1.0,가능,20.0,21,0,6,0,75.0,8.133766845031136e-05,4,8,가을,174
현장확인,33200.0,57.0,46.41,4.0,6.0,동향,2.0,1.0,가능,10.0,5,0,5,0,62.0,4.0238523583668876e-05,4,3,가을,143
전화확인,34450.0,25.0,26.66,4.0,9.0,남향,2.0,2.0,가능,41.0,1,0,4,3,26.0,2.8308964033461194e-05,10,1,여름,228
현장확인,9500.0,37.0,17.5,9.0,18.0,남향,1.0,1.0,가능,42.0,0,0,2,2,37.0,0.00022255639097744362,3,6,가을,488
현장확인,12400.0,19.0,29.97,5.0,7.0,남향,1.0,1.0,불가능,1.0,7,0,1,2,26.0,6.99624355538334e-05,5,10,봄,361
현장확인,36150.0,53.0,29.92,4.0,7.0,동향,2.0,1.0,가능,6.0,10,0,6,0,63.0,5.824661060199258e-05,4,8,겨울,92
전화확인,39300.0,39.0,40.15,1.0,6.0,남동향,1.0,1.0,불가능,19.0,9,0,1,2,48.0,3.0420275113363057e-05,5,10,겨울,10
전화확인,8950.0,45.0,17.5,4.0,6.0,남향,1.0,1.0,가능,31.0,2,0,2,2,47.0,0.00030007980845969673,3,6,겨울,434
서류확인,18200.0,7.0,36.19,2.0,3.0,북향,2.0,1.0,불가능,17.0,0,0,6,0,7.0,1.0627670202138288e-05,4,8,가을,160
현장확인,11250.0,27.0,17.5,11.0,18.0,남향,1.0,1.0,가능,42.0,0,0,2,2,27.0,0.00013714285714285713,5,6,겨울,389
현장확인,12500.0,1.0,22.41,12.0,12.0,남동향,1.0,1.0,가능,1.0,9,0,3,2,10.0,3.5698348951361e-05,10,5,가을,147
전화확인,37800.0,34.0,27.88,4.0,14.0,남향,1.0,1.0,가능,15.0,0,0,3,2,34.0,3.22622273841786e-05,10,5,봄,355
전화확인,38950.0,19.0,30.72,12.0,17.0,동향,1.0,1.0,불가능,28.0,0,0,1,2,19.0,1.5879065040650408e-05,5,10,봄,343
현장확인,9000.0,12.0,31.63,2.0,14.0,남향,1.0,1.0,가능,25.0,10,0,1,2,22.0,7.72824674184143e-05,5,10,여름,218
서류확인,17850.0,67.0,21.88,4.0,6.0,서향,1.0,1.0,가능,8.0,8,1,3,2,75.0,0.00019203293748943818,1,5,봄,283
서류확인,10850.0,49.0,20.3,7.0,9.0,남동향,2.0,2.0,불가능,22.0,5,0,4,3,54.0,0.00024517037070668086,1,1,가을,169
서류확인,1650.0,10.0,17.5,4.0,7.0,서향,1.0,1.0,불가능,3.0,5,1,2,2,15.0,0.0005194805194805195,3,6,가을,475
현장확인,16050.0,44.0,26.66,6.0,7.0,동향,1.0,1.0,가능,11.0,3,0,3,2,47.0,0.00010984054424821158,2,5,여름,186
전화확인,1800.0,23.0,27.12,2.0,3.0,서향,1.0,1.0,불가능,20.0,0,0,3,2,23.0,0.0004711569977056703,0,5,겨울,74
현장확인,8600.0,73.0,28.32,6.0,20.0,동향,1.0,1.0,불가능,13.0,1,0,3,2,74.0,0.00030383655235842856,0,5,봄,367
